tweet_text,label
سأترك حبك ليس كرها فيك ولكن لكثرة الشركاء فية,1.0
والله الكل نعمة كبيرة ,1.0
اللهم لا تجعلنا من المنافقين,1.0
اللهم اكثر من امثالهم,1.0
 هل الثقه بالمشتركين زاايده لدرجة العمى أو ان محيطهم يجاملهم بجمال صوتهم !!,-1.0
ويحطمو رؤوسهم بارجلهم,-1.0
امين يا رب,-1.0
اللهم لم شمل جميع المسلمين,1.0
الكلب حده﻿ روعه,-1.0
ربنا يكرمك يا دكتور,1.0
ما اروعهم ,1.0
يارب قويني,1.0
يا رب فرج,1.0
اللهم اهدنا صراطك المستقيم,1.0
و الله حرام الناس مش لاقيه توكل حتى ترفعو البنزين,-1.0
بجد ربنا يبارك فى كلماتك بتوصل والله,1.0
يا جاهلين .. يلي بحكي عن الطاقه .. النووي وجودو كفيل بوفاة 10000 شخص وولادة 10000 طفل مشوه .. ولو انو اشي منيح كان مابزتوه بالصحرا .. وجودو بعيد بقلل مخاطر بس ما بمنعها .. ويلي بحكي انو احنا امه جاهله مابدها تطور .. بكون هوه الجاهل وعدو نفسو وعدو الانسانية .. وبلا ننوي وبلا زفت ... قال نتطور قال . .لو بدنا نتطور طورنا حالنا من زمان مش على دور الننووي .. شعب جاهل,-1.0
سبحانك ربي اني كنت من الضالمين,1.0
اللهم اجعلنا ممن يعطي الامانة حقه,1.0
 والله حرام يعني مايدرون انهم مصخره,-1.0
لو كاكا بالبرازيل كنت اعطيط لايك بس هيك فشر,-1.0
اسل الله ان يستجيب دعائكم,1.0
عجل يا الله,1.0
 صج معوق,-1.0
والله انت الحبيبة يا طيبة,1.0
اللهم إني اعود بك من الذنوب التي تزيل نعمتك وتحول عافيتك وتحبس رزقك وتعجل بغضبك,1.0
 الحل الوحيييييييد(حب الله ورسوله وطاعتهم),1.0
 يخرب بيتك ما أزنخك,-1.0
اللهم اكفنا بحلالك عن حرامك,1.0
 ليش معصب يا عدولة,-1.0
 اما الغبي اللي يقلد جورج وسوف,-1.0
و الله مش عارفة شو بدنا نسوي نشحد مثلا,-1.0
بعئد,-1.0
أنا أقدر الاخلاص و الوفاء بشكل كبير ,1.0
 يمكن جايين سكارى ويغنون !,-1.0
و رزقك خير هذا اليوم,1.0
 والغناء تجد لك ١٠٠ مليون وكلهم زبالة,-1.0
كلهم فاجرين,-1.0
ربنا يصلح حالنا جميعا,1.0
 أنا متأكده أنو هذولي مدفوعلهم علشان يجون يغنون لأنو مافي ناس مهابيل لهالدرجه,-1.0
الطاقة الشمسية هي البديل و ليست النووية,-1.0
روعة الاشياء تبقى روائحها بقى اصحابها ام انصرفوا,1.0
يا شيخ خالد ربي يحفظك نبي منك طلب ,1.0
الله لا يخلف عليهم و لا يكثر خيرهم فعلن شعب مسكين و عبد الله النسور بطل رفع الاسعار ,-1.0
اجمل نابلس,1.0
 يا خسارة الدقيقة وثنين وخمسين ثانية اللي ضيعتهن من حياتي على هذا المقطع التافه خخخخ,-1.0
نحن نرفض المفاعل النووي,-1.0
 وهابي تاج راسك يا اللي تاكل من وراك و اذا في الوهابية شئ مخالف لكتاب الله و سنة نبيه اذكره و لا تكون كالببغاء تردد خلف الناعقين لتثبت انك على الصراط و انت في هوة الخراب و طنت من طنوت سوريا,-1.0
"للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي ""كما اعلنت هيئة الطاقة"" يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل",-1.0
 ومازال العود مصدي ,-1.0
ربنا يتوب علينا من المعاصى,1.0
مش باين منيح ليش عم تكذبو,-1.0
 معلومه ممتازه,1.0
الله يكون في عون الفقير و الطبقه المتوسط سوف تنحدر اكثر و اكثر,-1.0
كلام رائع وفي وقته وربنا قادر علي كل شئ,1.0
ابتسم بنيه طيبه و فقط,1.0
و ريحة الياس و الحنة,1.0
الحمد لله ع السلامه ,1.0
بس الله لا يسامحكم و تلقوها بصحتكم ان شاء الله.,-1.0
العاهات اللي عندهم ... ياناس روووح موتو ابرك لكم,-1.0
ابوهااا هوه﻿ المصيبة..... بسس هممه الفلووس اللي تجيبهااا بنته,-1.0
تسلم صرمايتك,-1.0
الدعوة مش بالكلام بس ممكن نكون دعاة بأخلاقنا و أسلوبنا و تعاملنا ,1.0
والله نفسى بس الواحد بيجى علية فترات ينسى يعمل اية بجد,1.0
 قلولهم هذا سوبر ستار مش مسابقة لبياع الخضار,-1.0
 ولا انا صوووتي كذا اجي اهباال هوو,-1.0
الحمد الله على الاسلام .. يا رب اهدي كل من احب هذاا الدين وكل من تردد في دخوله .. وارحمنا جميعا ,1.0
 الله يلعن الي علمكم التطور يا متخلفين يا رجعيين,-1.0
 اقسم باللله ان العرب اكثر الشعوب تخلفاا,-1.0
شبابنا فيهم الخير بس بدهم حدا يرشدهم ,1.0
ما شاء الله والله انها امر متل الكرتون,-1.0
فتحه و نصرة و نوره و بركته و هداه,1.0
انا مش عارفة كيف ابدا حياتي,1.0
ما الزه شكله بشهي بدييييي,1.0
عجبتنى الحلقه,1.0
جزاك الله خيرا ياأستاذ مصطفى على ماتبثه في انفسنا ربنا يكثر من أمثالك,1.0
أنا ضد النووي .و الأﺟﺪﻯ ﺑﺪﻭﻟﻪ كالأردن البحث عن مصادر للطاقه النظيفه .و خصوصا إننا نفتقر للماء . و الأجدى بنا أيضا أن نبحث عن سبل لحل مشكلة المياه بالمبالغ التي ستصرف على المفاعلات النوويه,-1.0
سلمت يداك روعة,1.0
كلهم فاجرين,-1.0
 اقلب وجهك,-1.0
حقيقة,1.0
يارب كون معاي .وإنو من ترك شيئآ لله عوضه الله خيرآ منها في الدنيا قبل الآخره جربو وحتشوفوا بعينكم إللي حيحصل,1.0
مش عارف كيف الناس بتحبك يا زلمة؟,-1.0
اللهم امليء قلبي بحبك ,1.0
الله يخزيك,-1.0
بكفينا اللي بنشوفو من الدكاترة في الو الواحد نفس يعمل اشي منه,-1.0
ربك دايما جنبك لو نديته هتلاقيه ,1.0
 الغلط مو من المشاركين الغلط من نفس البرنامج المفروض تكون فى مرحله فرز فى البدايه قبل لايطلعو الهواء,-1.0
صح لسانك,1.0
 عالم فاضيه بيسموا الغناء فن بيشغلوا الناس,-1.0
 حركة ارحمينا الله يشيلك اقول كيف اخوكي وابوكي راضيين عنك اف عندك ايزي,-1.0
صدقت والله انت تريد وانا اريد والله يفعل ما يريد,1.0
اغرورقت عيناي بالدموع,-1.0
بالله تسكتوا خلينا بحالنا بدناش مشاكل ايه,-1.0
اللهم انا نعوذ بك من الرياء و النفاق,1.0
 لا عنجد زلمة ............ شكلو بخوف,-1.0
الاشغال,-1.0
يا رب رضينا و امنا و صدقنا ... فارضينا برضاك عنا .. و اجبر كسر قلوبنا و هون علينا ,1.0
 وهذه من اكبر المشاكل التي تؤرق الشباب في هذه الايام,1.0
حيوان وكلب الله يموتك,-1.0
 عاهاتك يا وطني,-1.0
صباح الوفاء لك  يا صديقي,1.0
جنييه,-1.0
اللهم نسألك السلامة من مثل هذه الخيبة,1.0
لا تفهمي غلط حبيبتي,-1.0
حفظ الله وطننا من ايدي المنافقين المتأردنين,-1.0
يأتيك بالأرزاق من حيث لا تدري ,1.0
اللهم اكثر من امثالك يا دكتور عمرو و الله نفسنا تشرفنا فى مسجد الصديق بشرتون هليوبوليس,1.0
هيك بدهم الخونه اتباع ايران (الاخوان المفسدون).,-1.0
وماذا عن التفاؤل في يوم ربيعي جميل نحقق به الامال الطوال,1.0
 والله ما في اشي مزعلني الا انه اسمه محمد,-1.0
"يا الله إنك تلطف بينا يا كريم ... أغلب محطات الوقود اليوم رفضت التعبئة هي و مراكز توزيع الغاز .. الله و أكبر على المحتكر الله أكبر عليه , نحتسبه عند رب العباد",-1.0
اللهم قونا على نفوسنا الضعيفة,1.0
اللهم حسننا و حسن اعمالنا ظاهرا و باطنا و لا تجعلنا نعمل الا ما يرضيك عنا برحمتك يا ارحم الراحمين,1.0
انتة والمعك كلهم سافلين ووقحين,-1.0
الله و اخترت اسم غالى على قلبى قوى ربنا يثبتك على دين الاسلام اخترت صح بجد,1.0
صباح ملؤه الخيرات و المسرات,1.0
الحمد لله على نعمة الاسلام وكفى يها نعمة,1.0
افتح  قلبك للعالم ,1.0
" فاضل قلمين و نخلص , حلوة يا حسن",-1.0
 اسفل من بعضهم,-1.0
الفاتحة علي ارواح الغلابة,-1.0
نعم فالنجعل حب الله هو الغايه وربنايسامح كل تائب,1.0
الحمد لله على الفهم,1.0
 الباقيين سخااافه سمااااجه,-1.0
الدول المتقدمة الان تتجه لستخدام الطاقة المتجدده لانها اقل كلفة و ليس لها مخاطر على البيئة و الانسان و نحن الان نعاني من ضائقة مالية كبيرة و شحة مياه شديدة و كلنا يعلم مدى حاجة المفاعل للمياه اذكركم فقط بما حدث في اليابان و هي الدولة الاكثر تطور في مجال التكنولوجيا و هي عبارة عن جزر و كذلك كم أثر علينا المفاعل النووي الاسرائيلي و حالات السرطان المنتشرة ولو لاحظنا التشوهات الخلقية الاكثر في جنوب البلاد,-1.0
مشان الله حد يعمله هوشة بدنا نعطللنا شوي,-1.0
ولا بقلو بيضه,-1.0
و سيارة الحكومه من السعوديه اجن هديه يزلامه المسؤالين اكلونا,-1.0
 حالات مرضية نفسية مستعصية لا يستطيع شفائها لا العلم و لا الفن ,-1.0
 اشاعه,-1.0
يا رب اريد تجديد ايماني ساعدني,1.0
مهو اصلأ زي مشروع الباص السريع يلي استملكو عشانه شارع المحطة كاملا و لساتنة منسمع عنو ما شفنا,-1.0
صباح مملوء بالخير لجميع المسلمين يا رب,1.0
اللهم اصلح لنا حالنا,1.0
عن جد انتى ما شاء الله عليكى جزاكى الله كل خير,1.0
 طول عمري بخاااف من العوب العب,-1.0
انا متشائم و رح اضل متشائم حتى ينزلوا البنزين,-1.0
و نعم الصديق,1.0
للي مفكرين المفاعل راح يطورهم - المفاعل راح يدمر الأردن و المنطقة اللي حولها لأن الفساد الموجود بالأردن مش موجود بدوله أخرى و هذا يعني أن الفاسدين رايحين يسمسروا و يلهفوا لما يوصلوا اشكل مفاعل للأردن و ناسين أن المفاعل يحتاج إلى بحر ماء للتبريد و نحن لانملك ماء للشرب و ناسين أن التطور يكون بمشاركة الجميع و ليس بقرار فردي و ناسين أن الذي أقر المفاعل هو المحتكر الأول هيئة الطاقة و أن شاغرها بقي معلق أثناء فترة تسلم طوقان وزارة التربية والتعليم ؟؟؟لدول المتقدمة بدأت تبحث عن بدائل للمفاعلات و احنا بنشتري الخربان منهم مشان التقدم و بلدنا بفضل الله لديها طاقة الرياح و طاقة الشمس لماذا لا يتم إستغلالها بدل المفاعل النووي طالما أكلنا معظمه فاسد و غير صالح بسبب الجشع و الطمع و الفساد.,-1.0
 سخافه,-1.0
 ابي اسمعهم يغنون احسهم امرض من ذولا,-1.0
ان النجاح يحتاج الي قلبا ثابت و عقلا راشد و طموحا واعد و تحدي كاسر,1.0
من اين لنا المياه لتبريد المفاعل النووي فهو يحتاج الى نصف مليون مترا مكعبا من المياه لتبريده سنويا على الاقل والقاصي والداني يعرف اننا في بلد يعاني من شحة المياه اما كعلوم ومعرفة بالعلوم النووية والطاقة فانا احب ان يتعلمها المتعلمين في بلادنا بدءا من جدول مندلييف للعناصر مرورا ب العناصر المشعة ونظرية اينشتاين للطاقة ونظريات الفيزياء الكمية والبحث في عمر البروتون والنيوترينو والكواركات واللبتونات والuncertainty principle والنظائر المشعة وتفتيت الذرة واشعة جاما وبيتا والفا والراديوم والبلوتونيوم والبروتونات وكافة النظريات بما فيها انواع المفاعلات النووية وتجارب الامم فيها مثل اليابان والمانيا وروسيا وفرنسا وامريكا وللعلم فقط انها علوم نظريا سهلة وبسيطة ويستطيع فهمها حتى الانسان ذو الخلفية والرغبة العلمية وعلى جميع او على الاقل جزء من علمائنا ان يقرروا المسار الذي يجب ان نسلكه ونسير فيه بهذا الخصوص بموازنة المخاطر والمكاسب وبعدها وعلى اساس النتيجة والفائدة الواضحة يتم الاعتماد لقرارهم ان كان سلبا ام ايجابا,-1.0
بس مو مزبوط,-1.0
 صح جدا,1.0
 المعنى الحقيقي لعاااهاتك يا وطن,-1.0
شعب لا يحركه هذا الظلم و التعدي على كرامته هو شعب لا يستحق الحياة,-1.0
يارب يقدرنا على ادخال المياه النظيفة لكل بيت محتاجة المياه,1.0
كلام سليم الف بالميه و الله,1.0
الحمد لله الذي رزقني بالإسلام,1.0
كلو حكي فاضي,-1.0
ابتسم امام كل الناس لتسرهم و تجبر خواطرهم فتبسمك في وجوههم صدقه,1.0
سعادتنا تكون بحسن الاستمتاع بالأشياء التي نحصل، عليها كما تكون بحسن الاستغناء عن الأشياء التي نُحرم منها,1.0
 حسيت كله تمثيل وسخافة و غباء,-1.0
نعم والحمد لله,1.0
لا هديله بالجزمة طبعا,-1.0
يارب أخرجنا من ذل المعصيه إلي عز الطاعه,1.0
يناس جلدة الغاز مجانا ,-1.0
أللهم ثبت قلوبنا على الإيمان,1.0
"من بغضه رب العالمين لن يحبه احد , قلوب العباد بين اصبعين من اصابع الرحمن",1.0
انا بكرهك ,-1.0
صباحك سعيد,1.0
يلعن روحك,-1.0
 وربي عآإهات مستعصيه,-1.0
اعطيه علي راسي هدا الصح ياحاجه الله اكبر,-1.0
اللهم اذقنا حبا رائعا حلالا طاهر,1.0
يارب دعوناك فستجب لنا وحقق لنا ماهو اصلح وافضل لنا,1.0
يارب كرهنى وابعدنى فيما يغضبك,1.0
كلام جميل الكرامة أفضل و ابقى للإنسان,1.0
اللهم ارنا فيهم عجيب صنعك فانهم اذلو الشعوب,-1.0
 صوتهآ بعيرَ ومصدقه حآلهآ ,-1.0
احبك ربي ,1.0
كلب وحقير,-1.0
صباح الخير والفل,1.0
اكيد طبعا,1.0
سلمت امري ل ربي عالمين رغم البعد احس ان ربنا رح يكتب ويجمعنا ويكون نصيبي ,1.0
صباح ﺎلإشتياق لِتلک ﺎلتي تَجّري مِن تَحّتِہا ﺎلأنہَار لا حُزنَ فِيہا ,1.0
الحب الان بقى تيك اواى قليل اوى لما نلقى انسان مخلص فى حبه مع ان الحب ده اجمل واسما عاطفة فى الوجود,1.0
الله يبارك لنا فى ايامنا,1.0
بنحاول فى كل مره نكون افضل,1.0
 وش يحسووون فيه ناس مهبل,-1.0
صدقتي رائعه و معبره الكلام,1.0
حطمت كل احلامي البريئه,-1.0
يااخوان احنا مع التطور بس منين نجيب سبعة عشر مليار دولار تكلفة المشروع . لنبدا اولا بااستغلال الرياح و الطاقه الشمسيه و الصخر الزيتي و نبد بتخفيف الفاتوره النفطيه .و المثل بقول خذ من طين بلادك و حط علئ خدادك.,-1.0
حسبنا الله و نعم الوكيل فيكوا,-1.0
ناشدتك الله ......,-1.0
اللهم أحينا وأمتنا على الإسلام وعلى كلمة لا اله الا الله,1.0
انا شوفت وقاحه بس زاي وقاحة الاخوان ما شوفت.,-1.0
مااكرمك يا ربي يا كريم,1.0
و الله مش طبيعي حرام و الله غير تنتشر السرقة و النهب خرب الامان النشور,-1.0
"الحمد لله الذي هدانا لهذا...""",1.0
اللهم ارضنا بقضائك,1.0
رب فعل صغير يستعظمه غيرك و خاصة ان كنت تمثل الاسلام,1.0
لوين ندكم توصلونا و الله هموم المصاريف قتلت الصغير قبل الكبير الله ياخذ حقنا منكم و لا يباركلكم,-1.0
يارب اعني على هذا القرار,1.0
والله حرق لاخوات الكلب,-1.0
وقعنا ولا ما وقعنا يللي بدهم يعملوه بيعملوه,-1.0
 سد بوزك,-1.0
اللهم لا تكلنا الى انفسنا طرفة عين,1.0
و تربت على كتوفنا و تشحننا بالتفاؤل أيضاً .. و صباحك أسعد,1.0
و الله أنا بقول كده م الصبح,1.0
يميييي شو هالاكلات الزاكبة هاي شهتونا,1.0
ده عمله نادرة...الاخلاق ملهاش علاقه بالدين,1.0
 أصلا ابو وديع لو كان اجا كان خسر ,-1.0
اللهم لا اعتراض على حكمك و ارزقنا انت خير الرازقين,1.0
كلمات حلو,1.0
اللهم إنا نعوذ بك من غضبك و نسأللك رضاك,1.0
بارك الله في دين الاسلم,1.0
 الله معكى يا حجه,-1.0
لا للمفاعل النووي,-1.0
ربنا يكرمك على سعيك وحُبك للمُساعدة,1.0
كنا نقول البلد حاميها حراميها و ماذا سنقول الأن مفتيها حراميها و الله الواحد تحير في هذه الامة التي اصبح الحليم فيها حيران ,-1.0
كلامك جميل ورائع,
 اننا نعيش في زمن بلا رحمه,-1.0
 لا حول ولا قوة ألا بالله أذا أخذ ما أوهب أسقط ما أوجب,-1.0
 فعلا برنامج ساقط واللي بيتابعه أسقط منه..,-1.0
الفرح  فرح  و سرور ,1.0
 اتفه برنآمج عآلمي ,-1.0
حفظ الله ابناء وبنات الأمة جميع,1.0
 أما وهابيتك فحدث ولا حرج الناس يقادون إلى المساجد غصباً ويجلدون كالأبقار إن هم أبوا,-1.0
ليش ما نتعلم من الي صار في اليابان، وروسيا، ألمانيا ألغت نظرتها في بناء مفاعلات نووية واستخدام الطاقة البديلة.,-1.0
ربنا يحميك,1.0
 تبا لكم ,-1.0
صبحكم الله يأهل الطيب بالخير ... و يسعد ضحاكم و الظهر و العشية,1.0
 هي عندها صوت قوي بس للأسف الحين مثل غيرها !,-1.0
يع حاسة حالي بدي استفرغ,-1.0
انتا عظيم يا راجل,1.0
صباح الرحمة و البركات إن شاء الله ,1.0
يا رب تقوينا على طاعتك,1.0
احنا ما بدنا اياه لانا ما منفهم المفاعل النووي فوق طاقتنا صعب علينا و بكرة بذكركم و سألوا الباص السريع الثقة معدومة ... القمح فاسد المصفاه مش حسب المواصفات الخضار و الفواكه مواد كيماوية شوارع مش مصانة حفر و مطبات ....الخ الافضل استغلال الطاقة الشمسية او الريح او الماء .. ليس هروب من التطور و انما الابتعاد عن الفشل الأكيد عبر التجارب .,-1.0
الدال على الخير كفاعله,1.0
انت مو انت و انت جوعان كل شوكولاته و افرح,1.0
 الثالث لاتعليق,-1.0
برك الله فيك وجعلاهاء في مزان حسناتيك,1.0
اللهم ارزقنا الصحبه الصالحة,1.0
ياخسارة العروبة فيك,-1.0
نعم صدقت لله درك,1.0
صباح الخير و الحرية و النصر,1.0
 هههه انا من ناحيتي هاظ الانسان الي قاعد بلنص اقرف واحد ,-1.0
اللي موافق عالمفاعل يبنيه جنب داره ... ما يسطح الواحد غير المتحذلقين اللي يخلوا حالهم مثل ابو العريف ما حد يفهم غيرهم .... رابع افقر دوله في العالم في المياه و تبنى مفاعل نووي !!! استنوا لما يطورو مفاعلات نووية صحراوية و بعدين اشطحوا,-1.0
 ياخي برنامج السامج,-1.0
شنو السالفه يعني اتقارنون القران الكريم ويه نجوه كرم هاي العرمه لا الله اله الله,-1.0
 مجانين أحد يضحك عليك وأنتم قدامه وتكمل ,-1.0
 عاهات العرب الجرب,-1.0
 بعين الله يا امال كلهن ستين سبعين سنه وبمضن وبتهون,-1.0
 هدا ماهو عقل هدا تخلوف ,-1.0
رئيس مو عارف يحكي حرف الاس .. روح تخيب ولك يلعنها انيسه على هيك جحش خلفتو,-1.0
انخرس,-1.0
 حثالة و شباب صايع,-1.0
 خسارة فيك اسمك :,-1.0
بطلت اتجوز,-1.0
تحطم ماتبقى من اطيافي,-1.0
ما سال لله الهادي الخالق,1.0
ولك واحد كندرة ,-1.0
يارب ساعدني وقويني وساعدني أخد حبيبي,1.0
 بس انا دايم احسها خشنة و رجال ,-1.0
الله حيك شيخ ابراهيم بالفعل حكم يا نشمي,-1.0
 صوته مره منبح احسه تعبان عاد زبدولة مابقى الا يطلع بعد شوي ,-1.0
الله يهدي الجميع ويوفقك,1.0
ماخاب من دعا إلى الله,1.0
الاسلام ليس فيه رهبانيه,1.0
 اي صح و حاليا فاقده الاثنين,1.0
ان شاء الله وربنا يعيننا,1.0
البسك الله ثوب الصحه و العافيه صباحك ورد,1.0
 مهزلة,-1.0
 مررة دلوع,-1.0
الشعب الذي اختار نواب خرجين سجون و سوابق بستاهل اكثر من هيك مشان 50 دينار الله لا يرد هيك شعب,-1.0
التقدم و الازدهار يكون مرتبط بقواعد الأمن قبل الشروع في بناء المفاعل عليكم قراءة التقارير الصادرة عن هيئة الطاقة و المخاطر التي سيجنيها الأردن جراء انشاء المفاعل يا عزيزي ديمونه انتهى عمره وسيكون المفاعل الاردني بديل في أرض ستكون مكباً للنفايات النوويةة المطلع الله,-1.0
 وسبب برفعة ضغطك ,-1.0
اللهم اعصمنا م معصيتك,1.0
هذا هو المهم,1.0
اصدقاء اوفياء ونتعلم منهم,1.0
 والله ظلموه لجنة الطراطير,-1.0
اعملوا لآخرتكم ,1.0
لله يحرق قلبك يبشار,-1.0
هاض بني ادم حقير,-1.0
الحمدلله على كل حال,1.0
 صوتك موش حلو,-1.0
الخشوع هو المرحلة التالية للتركيز والتركيز يأتى بإطالة القراءة والتدبر واطالة الركوع والسجود,1.0
الحمد لله مااكرمك يا الله,1.0
 أنا لو مكان راغب أروح أنتحرر ,-1.0
صدقت,1.0
اسال الله في علاه ان يحفظكم بما يحفظ به عباده الصالحون ,1.0
للهم اعنا على ادراك هذا المعنى العظيم يا رب ,1.0
سبحان الله.. اللهم أرزقنا الطمأنينة و اليقين,1.0
لا دة ذكاء ,-1.0
الله يتمم افراح الجميع يا رب,1.0
اللهم اجعلنا منهم وارزقنا الطاقه ولاراده لزللك ياربى,1.0
اللهم أعنا على ذكرك وشكرك وحسن عباتك,1.0
صباحات العقول اليقظة و الهمم الحيية المتوثبة ,1.0
دربي زدني ثقتا بك فانه لايخيب من وثق بك,1.0
ماشاء الله عليكم بجد موضوع مهم جدا والاهم الرقي الرائع في الحوار ,1.0
قمة البلاغة,1.0
من ترك شيئا لله عوضه الله خيرا منه,1.0
ياااااارب اعنا على عدم معصيتك,1.0
و الله انكو ما بتخافو الله,-1.0
يارب اهدي بنات وشباب المسلمين الي ما يرضيك عنهم وكفيهم شر فتن الدنيا والاخره,1.0
يا الله ارحم عبدك الفقير المسكين وجميع المسلمين والمسلمات,1.0
احنا بنتهاوش مع الكتب  ,-1.0
وسط لا يوجد تركيز,1.0
 اللي صوةتو بشبه ابو وديع ليش بتمسخرو عليه ,-1.0
 اهما ودهم يروحون النار لكن النار مارضت فيهم,-1.0
الله ع الكلام الجميل,1.0
من ترك شيئا لله عوضه الله نورا وايمانا في قلبه,1.0
ساعات اللى فى السر هو اللى بيخلى الناس تحبك فى العلن من غير ما يكونوا عارفين الا انهم بيحبوك من غير سبب,1.0
 يخرب زوئك,-1.0
يا رب اعني ع إتخاذ القرار,1.0
اصبحنا و اصبح الملك لله . اللهم لك الحمد .. احييتنا بعد ما متنا و اليك النشور,1.0
يع شوهاي الوساخة,-1.0
 حرف الراء مصيبة ي ريس,-1.0
اللهم اغفر لنا انا كنا ظالمين و ادخلنا الجنة سالمين,1.0
الحمد انا متفائلة جدا في كا امور حياتي ورح اضل هيك دائما,1.0
فوق من اللي أنت فيه ربك دايمًا جنبك,1.0
صح كلامك و أحلى حكمة و محد يبقى للنهاية رغم اتفاق الطرفين,1.0
سبحان الله و له فى خلقه شؤون,1.0
ما ازنخ منك إلى هاي الروابط اللي بتسم البدن.... بتتعب يعني لما توخد الصورة وتنزلها تنزيل عادي,-1.0
 متى يجي .. عام 2050 عشان ادخل رجلي مع الشاشه واحطها بفمك ,-1.0
ربنا يوفق الجميع علي الخشوع,1.0
الله يلعن ام هيك نمر,-1.0
و هكذا جنت على نفسها براقش,-1.0
صار بدها بطارية التقوى شحن,1.0
ربنا يهدينا و يهدي بينا أمة محمد الغافلين,1.0
 مجرم ,-1.0
 السماعات خربت ,-1.0
 اندهش لما عرف الحقيقة ,-1.0
فانا اناشد الحكومة الاردنية بألافراج عن اسرى السلفيين التوحيدين الموجودين في سجونهم,-1.0
حبة بنـــــــــــــــــــــــــــادول,-1.0
نعم رجل بهمّة يحيي الله به أمّة,1.0
و جنة النعيم من الرحمن,1.0
 بطني وجعتني من الضحك,-1.0
اللهم قني شر نفسي,1.0
هاكدا هو دين المحبه الصحيح .. بس للاسف الكثيرين يتبنوه حسب ما يشتهون ,1.0
اللهم إجعلنا ممن يأخذون بالأسباب,
اللهم اصلح حالي و احفظني و نور قلبي و اجعل طريق الخير طريقي و اجعل عملي خالصا لوجهك الكريم و توب علي و اغفر لي زلاتي,1.0
عيب عليكوا تقارنوا وحدة زى دى بالمصحف الى هوا كلام ربنا,-1.0
ربنا يشفيهم,1.0
 صار عناد وكره و قلة أدب.... . بس ظلموها,-1.0
ابتسم و هدي اعصابك,1.0
منيك ولك ,-1.0
اللهم القلوب الضاله,1.0
 اين ذهبوا العلماء والمخترعين والمفكرين .. جرب في جرب,-1.0
اسفل من بعضهم,-1.0
يخسو الشيعه الخنزير,-1.0
فإجعل اللهم عوضي فيه ,1.0
لهالدرجه في متخلفين في الوطن العربي؟؟؟؟؟؟,-1.0
 حرام تحمل اسم عظيم زي هيك !!!!!,-1.0
  فضحتونا من وين نحنا بال48 عنا برامج هيك تافها ومخمجي,-1.0
 هالانسان مجنون لابس بدلة رياضة وجاي يغني حتى لو صوتك زين اللبس عدل,-1.0
لا استطيع اللهم ارزقنا العافية وشكر نعمتك,1.0
انا بدأت و اتحرك و شاركت بفكرة ستغير الكثير من واقعن,1.0
صباح الخير و النور و الأنوار ,1.0
" زهايمر وخرف وحبتين كبتاجون , ويفل على الشعب xD",-1.0
اذا كان هيك الخبر انا ما بدي اعيش,-1.0
كﻻمك كله رائع بجد ربنا يكرمك,1.0
والله اني لاحس بالشفقة علابنات الجامعات ,1.0
 قرف يقرف اللبنانيين شو تافهين,-1.0
صباح الفل,1.0
اللهم إن كان لي عوض على صبري,1.0
 عاهات وعهد الله عاهات ايه اللي خلاهم يغنو دول,-1.0
وسدئيني انكووو كلاب ,-1.0
الدين المعاملة,1.0
من ترك شيءا لله عوضه الله خيرا منه,1.0
اللهم اصلح سرى و علانيتى ,1.0
انت ما تستحي تقارن القران بوحدة ساقطة انعل ابوك لا ابو الملحد,-1.0
انا ضد وجود المفاعلات النووية في الأردن,-1.0
رائع ولاجمل ♥حب ربنا,1.0
 تفه عليك وع شكلك ، أول ما نشهرت طلقت زوجها ، خنزيرة ,-1.0
كن انت التغير الذي تريد ان تراه,1.0
 لجنه حكم ماعندها ذره احترام ,-1.0
الابتسامة كلمة بدون حروف,1.0
 والله الحياة كلها بتخزي بدونكم ,-1.0
 يلعن اوم الطفش ,-1.0
يا الله كلامك بلسم,1.0
ثبتك الله يا أستاذي و نصرك,1.0
 لجنة زبالة من ....... اذا بفهمو بالفن خاصة ابو النظارات اللي مش موجود بالفيديو,-1.0
عشان هيك قال النبي صلى الله عليه وسلم إن الكذب يهدي إلى الفجور...والفجور يهدي إلى النار,1.0
 هي فلسطين راحت من قليل يا ولاد المخنثة لعنة الله عليكم فظحتونا..,-1.0
 وش التخلف هذا ,-1.0
 لا بتمزحي يع قرف,-1.0
المفاعل النووي سيحتاج لشريك استراتيجي يمتلكه او جزء كبير منه و ستدفع الحكومة الأردنية ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ان ترتفع هذه الفاتورة,-1.0
اللهم اجعلني مقيم الصلاة و من ذريتي ,1.0
حزني كثير والله﻿ ,-1.0
مفيش اجمل من ان الانسان يحافظ على كرامته,1.0
كل سنه وانتم طيبين,1.0
اللهم اصلحنا و طهر قلوبنا من النفاق,1.0
انت واحد  عنجد قليل ادب الله يموت الي امثالك,-1.0
 هبل !!!,-1.0
اي والله,1.0
